PDFIndex,10DigitBBl,StreetNumber,StreetName,DOFGrossSquareFootage,EnergyStar1-100Score,EnergyEfficiencyGrade
5303,1018670067,420,WEST 116 STREET,55067,80,B
5304,1018680020,2560,BROADWAY,53305,70,B
5305,1018690001,760,WEST END AVENUE,94455,71,B
5306,1018700056,250,WEST 99 STREET,54520,83,B
5307,1018710001,808,WEST END AVENUE,107120,82,B
5308,1018710052,2637,BROADWAY,111883,81,B
5309,1018730039,210,WEST 102 STREET,35750,71,B
5310,1018730052,2669,BROADWAY,61400,77,B
5311,1018730063,850,WEST END AVENUE,25500,78,B
5312,1018740037,206,WEST 103 STREET,37572,80,B
5313,1018740058,246,WEST 103 STREET,77465,75,B
5314,1018740061,878,WEST END AVENUE,61779,72,B
5315,1018747501,2681,BROADWAY,234210,82,B
5316,1018750058,250,WEST 104 STREET,47673,70,B
5317,1018760007,2721,BROADWAY,145625,76,B
5318,1018760061,908,WEST END AVENUE,120542,84,B
5319,1018767501,209,WEST 104 STREET,33324,83,B
5320,1018780047,230,WEST 107 STREET,49716,73,B
5321,1018780052,258,WEST 107 STREET,49415,75,B
5322,1018800029,976,AMSTERDAM AVENUE,51080,84,B
5323,1018810054,548,CATHEDRAL PARKWAY,29206,78,B
5324,1018820008,535,CATHEDRAL PARKWAY,150429,76,B
5325,1018820038,504,WEST 111 STREET,47234,74,B
5326,1018820047,526,WEST 111 STREET,44681,83,B
5327,1018820058,536,WEST 111 STREET,47020,80,B
5328,1018830011,535,WEST 111 STREET,30460,77,B
5329,1018830025,507,WEST 111 STREET,26424,77,B
5330,1018830040,508,WEST 112 STREET,32508,82,B
5331,1018840046,530,WEST 113 STREET,31851,83,B
5332,1018850027,507,WEST 113 STREET,27184,80,B
5333,1018870001,240,RIVERSIDE DRIVE,41132,78,B
5334,1018870003,323,WEST 96 STREET,133697,71,B
5335,1018870036,244,RIVERSIDE DRIVE,44336,70,B
5336,1018880007,313,WEST 98 STREET,58300,73,B
5337,1018880087,276,RIVERSIDE DRIVE,153653,74,B
5338,1018887501,318,WEST 100 STREET,39500,72,B
5339,1018887503,817,WEST END AVENUE,116255,76,B
5340,1018890061,853,WEST END AVENUE,26997,82,B
5341,1018897501,825,WEST END AVENUE,198628,84,B
5342,1018900040,310,RIVERSIDE DRIVE,204463,70,B
5343,1018900073,314,RIVERSIDE DRIVE,128461,80,B
5344,1018910026,915,WEST END AVENUE,118591,77,B
5345,1018920001,340,RIVERSIDE DRIVE,124351,73,B
5346,1018920013,945,WEST END AVENUE,75524,76,B
5347,1018920064,355,RIVERSIDE DRIVE,61344,82,B
5348,1018930006,329,WEST 108 STREET,31590,71,B
5349,1018940001,380,RIVERSIDE DRIVE,187588,72,B
5350,1018940036,609,WEST 111 STREET,50658,82,B
5351,1018940043,603,WEST 111 STREET,28224,73,B
5352,1018940056,602,WEST 112 STREET,212000,83,B
5353,1018950012,605,WEST 112 STREET,36580,74,B
5354,1018960001,420,RIVERSIDE DRIVE,138633,78,B
5355,1018960014,605,WEST 114 STREET,64047,83,B
5356,1018960053,629,WEST 115 STREET,28224,79,B
5357,1019070045,118,WEST 123 STREET,42408,80,B
5358,1019087504,117,WEST 123 STREET,35232,78,B
5359,1019230001,2170,8 AVENUE,224000,82,B
5360,1019240052,270,WEST 119 STREET,29670,81,B
5361,1019250047,232,WEST 120 STREET,28335,80,B
5362,1019300030,2082,ADAM C POWELL BOULEVARD,163440,70,B
5363,1019310036,2108,ADAM C POWELL BOULEVARD,85005,79,B
5364,1019427501,273,WEST 136 STREET,35082,81,B
5365,1019437501,352,WEST 117 STREET,45436,74,B
5366,1019440043,316,WEST 118 STREET,30740,72,B
5367,1019450001,40,MORNINGSIDE AVENUE,57148,81,B
5368,1019450011,437,MANHATTAN AVENUE,67976,81,B
5369,1019457502,309,WEST 118 STREET,82000,82,B
5370,1019457503,444,MANHATTAN AVENUE,110520,78,B
5371,1019467502,454,MANHATTAN AVENUE,133198,78,B
5372,1019487502,88,MORNINGSIDE AVENUE,83219,80,B
5373,1019490001,92,MORNINGSIDE AVENUE,78936,79,B
5374,1019490018,530,MANHATTAN AVENUE,46752,75,B
5375,1019500029,302,WEST 124 STREET,36000,82,B
5376,1019500041,270,ST NICHOLAS AVENUE,65706,76,B
5377,1019520025,309,WEST 125 STREET,26400,73,B
5378,1019530012,327,ST NICHOLAS AVENUE,86349,77,B
5379,1019540046,351,ST NICHOLAS AVENUE,35212,82,B
5380,1019547501,311,WEST 127 STREET,221875,82,B
5381,1019580043,448,ST NICHOLAS AVENUE,25074,84,B
5382,1019607502,300,WEST 137 STREET,41964,70,B
5383,1019620019,88,MORNINGSIDE DRIVE,189905,83,B
5384,1019620031,424,WEST 119 STREET,53352,82,B
5385,1019620061,414,WEST 120 STREET,64842,71,B
5386,1019630025,414,WEST 121 STREET,50220,72,B
5387,1019630055,114,MORNINGSIDE DRIVE,33696,73,B
5388,1019680016,451,WEST 128 STREET,48400,77,B
5389,1019690001,1403,AMSTERDAM AVENUE,39057,79,B
5390,1019690029,419,WEST 129 STREET,61602,81,B
5391,1019690040,41,ST NICHOLAS TERRACE,66300,72,B
5392,1019760026,503,WEST 121 STREET,30498,71,B
5393,1019767501,3060,BROADWAY,68984,82,B
5394,1019770018,521,WEST 122 STREET,25017,83,B
5395,1019770021,515,WEST 122 STREET,25017,83,B
5396,1019900052,456,RIVERSIDE DRIVE,47327,76,B
5397,1019910001,470,RIVERSIDE DRIVE,571200,79,B
5398,1019930053,146,CLAREMONT AVENUE,43560,80,B
5399,1019930112,180,CLAREMONT AVENUE,44622,78,B
5400,1019940045,528,RIVERSIDE DRIVE,29274,71,B
5401,1019940072,195,CLAREMONT AVENUE,63194,84,B
5402,1019940088,547,RIVERSIDE DRIVE,41967,82,B
5403,1019950005,61,TIEMANN PLACE,69840,79,B
5404,1019950010,51,TIEMANN PLACE,65496,75,B
5405,1020020061,622,WEST 137 STREET,37038,84,B
5406,1020060011,137,WEST 137 STREET,30876,83,B
5407,1020080053,138,WEST 140 STREET,49500,71,B
5408,1020090012,151,WEST 140 STREET,70509,70,B
5409,1020090033,100,WEST 141 STREET,65036,79,B
5410,1020100021,111,WEST 141 STREET,26165,70,B
5411,1020340041,208,WEST 149 STREET,41826,70,B
5412,1020360001,26,MACOMBS PLACE,30624,70,B
5413,1020437504,306,WEST 142 STREET,38812,81,B
5414,1020460024,192,BRADHURST AVENUE,29976,79,B
5415,1020460025,196,BRADHURST AVENUE,30720,79,B
5416,1020460043,200,BRADHURST AVENUE,30696,79,B
5417,1020460063,2861,8 AVENUE,78300,73,B
5418,1020467501,305,WEST 150 STREET,63961,77,B
5419,1020500007,289,CONVENT AVENUE,41982,79,B
5420,1020500015,305,CONVENT AVENUE,41982,71,B
5421,1020500113,53,HAMILTON TERRACE,47822,75,B
5422,1020500118,63,HAMILTON TERRACE,47586,75,B
5423,1020510020,634,ST NICHOLAS AVENUE,37752,81,B
5424,1020510043,676,ST NICHOLAS AVENUE,25986,78,B
5425,1020510045,678,ST NICHOLAS AVENUE,25986,78,B
5426,1020530020,287,EDGECOMBE AVENUE,27870,75,B
5427,1020530024,291,EDGECOMBE AVENUE,27306,76,B
5428,1020530058,742,ST NICHOLAS AVENUE,27108,70,B
5429,1020530101,400,WEST 150 STREET,45234,80,B
5430,1020540056,401,EDGECOMBE AVENUE,53815,71,B
5431,1020540082,66,ST NICHOLAS PLACE,63132,79,B
5432,1020570039,260,CONVENT AVENUE,70863,83,B
5433,1020630054,452,WEST 149 STREET,29424,72,B
5434,1020630057,460,WEST 149 STREET,29425,72,B
5435,1020670012,465,WEST 152 STREET,30410,73,B
5436,1020677501,469,WEST 152 STREET,26140,76,B
5437,1020697501,400,WEST 155 STREET,191518,70,B
5438,1020740033,135,HAMILTON PLACE,41082,76,B
5439,1020750053,550,WEST 144 STREET,45000,82,B
5440,1020800005,557,WEST 148 STREET,60165,75,B
5441,1020800011,545,WEST 148 STREET,39845,79,B
5442,1020810014,537,WEST 149 STREET,38925,73,B
5443,1020830037,502,WEST 152 STREET,31217,81,B
5444,1020830055,534,WEST 152 STREET,32022,70,B
5445,1020870038,602,WEST 139 STREET,31550,83,B
5446,1020870078,626,RIVERSIDE DRIVE,410560,72,B
5447,1020880047,622,WEST 141 STREET,62576,73,B
5448,1020890045,620,WEST 143 STREET,87365,73,B
5449,1020957501,608,WEST 149 STREET,78216,71,B
5450,1020967501,725,RIVERSIDE DRIVE,107100,71,B
5451,1020980036,3671,BROADWAY,69876,71,B
5452,1020990011,631,WEST 152 STREET,40194,77,B
5453,1020990036,3681,BROADWAY,67254,82,B
5454,1021070020,938,ST NICHOLAS AVENUE,68160,73,B
5455,1021110010,476,WEST 165 STREET,36295,74,B
5456,1021110064,631,EDGECOMBE AVENUE,46800,79,B
5457,1021117502,446,WEST 167 STREET,44361,75,B
5458,1021150005,3770,BROADWAY,99076,83,B
5459,1021150062,555,WEST 156 STREET,32262,73,B
5460,1021170034,1996,AMSTERDAM AVENUE,26034,70,B
5461,1021170051,525,WEST 158 STREET,27133,70,B
5462,1021170061,545,WEST 158 STREET,42338,74,B
5463,1021200008,3868,BROADWAY,45023,70,B
5464,1021220021,543,WEST 162 STREET,45624,72,B
5465,1021270023,555,WEST 170 STREET,31902,84,B
5466,1021300009,560,WEST 174 STREET,31860,75,B
5467,1021320110,503,WEST 177 STREET,27730,71,B
5468,1021320114,511,WEST 177 STREET,29440,71,B
5469,1021327501,2360,AMSTERDAM AVENUE,48826,84,B
5470,1021330016,214,AUDUBON AVENUE,41170,84,B
5471,1021330050,220,AUDUBON AVENUE,46182,75,B
5472,1021340100,605,WEST 156 STREET,44154,82,B
5473,1021357501,835,RIVERSIDE DRIVE,78638,78,B
5474,1021360036,870,RIVERSIDE DRIVE,74879,73,B
5475,1021360043,652,WEST 160 STREET,28002,72,B
5476,1021360050,15,FT WASHINGTON AVENUE,40778,79,B
5477,1021360124,664,WEST 161 STREET,52950,70,B
5478,1021360145,65,FT WASHINGTON AVENUE,60072,75,B
5479,1021360220,664,WEST 163 STREET,59274,73,B
5480,1021360245,115,FT WASHINGTON AVENUE,527604,77,B
5481,1021370126,106,FT WASHINGTON AVENUE,71166,79,B
5482,1021370152,625,WEST 164 STREET,54750,71,B
5483,1021370157,118,FT WASHINGTON AVENUE,123937,74,B
5484,1021380030,3975,BROADWAY,152765,77,B
5485,1021380040,180,FT WASHINGTON AVENUE,3693539,77,B
5486,1021380095,617,WEST 168 STREET,93600,78,B
5487,1021380134,238,FT WASHINGTON AVENUE,56246,82,B
5488,1021380147,630,WEST 170 STREET,52921,79,B
5489,1021380171,621,WEST 169 STREET,38050,70,B
5490,1021390001,161,FT WASHINGTON AVENUE,891040,77,B
5491,1021390085,193,FT WASHINGTON AVENUE,211400,77,B
5492,1021390145,720,WEST 170 STREET,47814,74,B
5493,1021390152,245,FT WASHINGTON AVENUE,71808,82,B
5494,1021390159,235,FT WASHINGTON AVENUE,48462,82,B
5495,1021390161,715,WEST 170 STREET,28072,78,B
5496,1021390196,707,WEST 171 STREET,34338,81,B
5497,1021390210,52,HAVEN AVENUE,136608,81,B
5498,1021390343,285,FT WASHINGTON AVENUE,37170,71,B
5499,1021390508,830,WEST 177 STREET,35200,78,B
5500,1021390517,4,SOUTH PINEHURST AVENUE,59805,75,B
5501,1021390530,359,FT WASHINGTON AVENUE,81804,84,B
5502,1021390537,2,SOUTH PINEHURST AVENUE,52326,74,B
5503,1021390578,824,WEST 176 STREET,54562,79,B
5504,1021420009,629,WEST 170 STREET,30020,73,B
5505,1021420012,623,WEST 170 STREET,30020,76,B
5506,1021420058,651,WEST 171 STREET,50802,82,B
5507,1021420120,300,FT WASHINGTON AVENUE,68240,77,B
5508,1021420211,712,WEST 176 STREET,34490,78,B
5509,1021440003,45,WADSWORTH AVENUE,32500,76,B
5510,1021440008,624,WEST 176 STREET,46500,77,B
5511,1021440033,612,WEST 178 STREET,46482,81,B
5512,1021490003,2455,AMSTERDAM AVENUE,32430,73,B
5513,1021490084,90,LAUREL HILL TERRACE,94428,73,B
5514,1021490104,475,WEST 186 STREET,61246,81,B
5515,1021540021,326,AUDUBON AVENUE,34385,76,B
5516,1021570029,563,WEST 184 STREET,28855,84,B
5517,1021570056,400,AUDUBON AVENUE,26268,81,B
5518,1021610075,500,AUDUBON AVENUE,25295,77,B
5519,1021610114,560,WEST 192 STREET,25980,83,B
5520,1021630032,4232,BROADWAY,60123,81,B
5521,1021630034,130,WADSWORTH AVENUE,35582,75,B
5522,1021640038,4300,BROADWAY,52598,78,B
5523,1021647501,4260,BROADWAY,134589,72,B
5524,1021650069,1461,ST NICHOLAS AVENUE,33779,76,B
5525,1021660066,269,WADSWORTH AVENUE,52288,82,B
5526,1021680056,609,WEST 188 STREET,38100,70,B
5527,1021690001,617,WEST 190 STREET,30140,75,B
5528,1021700016,658,WEST 188 STREET,98124,79,B
5529,1021700037,4410,BROADWAY,52038,79,B
5530,1021700042,4420,BROADWAY,53538,83,B
5531,1021700260,374,WADSWORTH AVENUE,50094,72,B
5532,1021700520,45,FAIRVIEW AVENUE,283388,79,B
5533,1021710020,55,NAGLE AVENUE,43706,73,B
5534,1021710028,36,ELLWOOD STREET,46110,80,B
5535,1021720120,610,WEST 196 STREET,32832,74,B
5536,1021740145,15,SICKLES STREET,51780,78,B
5537,1021740211,40,THAYER STREET,51070,74,B
5538,1021740241,35,THAYER STREET,34040,70,B
5539,1021750033,4720,BROADWAY,52378,73,B
5540,1021750136,73,ARDEN STREET,43100,73,B
5541,1021770018,385,FT WASHINGTON AVENUE,56892,82,B
5542,1021770023,395,FT WASHINGTON AVENUE,56850,82,B
5543,1021770087,447,FT WASHINGTON AVENUE,52782,84,B
5544,1021770091,455,FT WASHINGTON AVENUE,35650,74,B
5545,1021770175,860,WEST 181 STREET,60780,80,B
5546,1021770234,330,HAVEN AVENUE,210468,80,B
5547,1021790010,120,CABRINI BOULEVARD,890134,79,B
5548,1021790095,105,PINEHURST AVENUE,62366,73,B
5549,1021790106,829,WEST 181 STREET,71185,76,B
5550,1021790170,116,PINEHURST AVENUE,547512,73,B
5551,1021790201,175,PINEHURST AVENUE,34820,80,B
5552,1021790226,555,FT WASHINGTON AVENUE,57405,79,B
5553,1021790429,268,CABRINI BOULEVARD,52446,70,B
5554,1021800007,482,FT WASHINGTON AVENUE,51138,77,B
5555,1021800067,56,BENNETT AVENUE,81909,74,B
5556,1021800070,24,BENNETT AVENUE,75522,81,B
5557,1021800077,10,BENNETT AVENUE,33078,77,B
5558,1021800166,736,WEST 186 STREET,55776,77,B
5559,1021800200,729,WEST 186 STREET,79328,79,B
5560,1021800350,620,FT WASHINGTON AVENUE,148793,83,B
5561,1021800371,66,OVERLOOK TERRACE,133920,80,B
5562,1021800473,182,BENNETT AVENUE,60654,80,B
5563,1021800474,200,BENNETT AVENUE,55505,81,B
5564,1021800513,4467,BROADWAY,114485,77,B
5565,1021800530,213,BENNETT AVENUE,63144,81,B
5566,1021807504,210,BENNETT AVENUE,45699,71,B
5567,1022150352,10,ADRIAN AVENUE,33070,80,B
5568,1022150538,22,MARBLE HILL AVENUE,44296,71,B
5569,1022150591,120,WEST 228 STREET,59718,75,B
5570,1022170009,17,POST AVENUE,42373,80,B
5571,1022210022,570,WEST 204 STREET,88356,77,B
5572,1022217501,571,ACADEMY STREET,76970,76,B
5573,1022240001,177,DYCKMAN STREET,25520,71,B
5574,1022260035,204,SHERMAN AVENUE,46050,72,B
5575,1022290001,4980,BROADWAY,45000,76,B
5576,1022350029,118,VERMILYEA AVENUE,58198,82,B
5577,1022360014,4966,BROADWAY,41720,76,B
5578,1022390001,65,SEAMAN AVENUE,37460,77,B
5579,1022390017,97,SEAMAN AVENUE,37710,82,B
5580,1022390031,10,COOPER STREET,61302,80,B
5581,1022400006,121,SEAMAN AVENUE,36793,84,B
5582,1022400009,125,SEAMAN AVENUE,42108,71,B
5583,1022400017,143,SEAMAN AVENUE,47202,81,B
5584,1022410042,677,WEST 204 STREET,33000,73,B
5585,1022430210,55,PARK TERRACE EAST,87400,84,B
5586,1022430220,65,PARK TERRACE EAST,87400,82,B
5587,1022430230,75,PARK TERRACE EAST,87400,81,B
5588,1022430236,70,PARK TERRACE WEST,85740,81,B
5589,1022430240,60,PARK TERRACE WEST,87400,79,B
5590,1022430283,520,WEST 218 STREET,68934,70,B
5591,1022430313,90,PARK TERRACE EAST,44283,75,B
5592,1022430317,60,PARK TERRACE EAST,77745,70,B
5593,1022430335,30,PARK TERRACE EAST,41151,75,B
5594,1022460120,1803,RIVERSIDE DRIVE,86352,80,B
5595,1022460135,1781,RIVERSIDE DRIVE,70102,73,B
5596,1022470041,20,SEAMAN AVENUE,50754,81,B
5597,1022480024,139,PAYSON AVENUE,61584,76,B
5598,1022480028,88,SEAMAN AVENUE,29925,75,B
5599,1022480092,128,SEAMAN AVENUE,127255,71,B
5600,1022480117,100,SEAMAN AVENUE,90298,81,B
5601,1022500027,222,SEAMAN AVENUE,32599,76,B
5602,1022500050,583,WEST 215 STREET,68592,75,B
5603,1022500075,260,SEAMAN AVENUE,37482,73,B
5604,1022500080,254,SEAMAN AVENUE,54261,83,B
5605,1022500084,244,SEAMAN AVENUE,78130,74,B
5606,2022910030,460,EAST 147 STREET,65265,81,B
5607,2022930058,455,EAST 148 STREET,91660,73,B
5608,2022940002,2850,3 AVENUE,177094,71,B
5609,2023080001,14,BRUCKNER BOULEVARD,60000,73,B
5610,2023080015,26,BRUCKNER BOULEVARD,82946,78,B
5611,2023090001,112,LINCOLN AVENUE,89275,78,B
5612,2023157501,305,EAST 140 STREET,25386,75,B
5613,2023190098,220,EAST 134 STREET,39264,84,B
5614,2023270054,384,EAST 149 STREET,69780,74,B
5615,2023270064,2823,3 AVENUE,54000,76,B
5616,2023300034,332,EAST 149 STREET,48310,79,B
5617,2023317501,349,EAST 149 STREET,72532,80,B
5618,2023337501,255,EAST 138 STREET,128980,84,B
5619,2023440083,287,WALTON AVENUE,25348,73,B
5620,2023620044,2952,3 AVENUE,100126,79,B
5621,2023670001,488,EAST 163 STREET,171348,76,B
5622,2023670020,514,EAST 163 STREET,129164,78,B
5623,2023677502,3213,3 AVENUE,149664,70,B
5624,2023690012,1016,WASHINGTON AVENUE,105623,81,B
5625,2023710006,1102,WASHINGTON AVENUE,26935,73,B
5626,2023710017,1138,WASHINGTON AVENUE,50411,74,B
5627,2023770020,441,EAST 155 STREET,98756,80,B
5628,2023837501,432,EAST 162 STREET,222444,77,B
5629,2023990020,390,EAST 153 STREET,45060,84,B
5630,2024047501,390,EAST 158 STREET,94824,70,B
5631,2024060021,825,MELROSE AVENUE,66000,71,B
5632,2024080001,361,EAST 161 STREET,343676,74,B
5633,2024080052,383,EAST 162 STREET,253348,77,B
5634,2024200120,280,EAST 161 STREET,239712,80,B
5635,2024230020,275,BONNER PLACE,60000,72,B
5636,2024270047,1235,WEBSTER AVENUE,34742,71,B
5637,2024330028,1041,FINDLAY AVENUE,101178,81,B
5638,2024340057,1122,FINDLAY AVENUE,52000,74,B
5639,2024380085,1105,COLLEGE AVENUE,46285,78,B
5640,2024410200,655,MORRIS AVENUE,188895,81,B
5641,2024420034,3000,PARK AVENUE,97761,72,B
5642,2024500029,256,EAST 169 STREET,26550,72,B
5643,2024560140,1150,GRAND CONCOURSE,130500,74,B
5644,2024560244,1171,SHERMAN AVENUE,41184,72,B
5645,2024590034,888,GRAND CONCOURSE,122800,77,B
5646,2024610074,955,SHERIDAN AVENUE,92180,84,B
5647,2024620033,1100,GRAND CONCOURSE,107841,83,B
5648,2024630030,1184,WALTON AVENUE,45955,71,B
5649,2024710050,1001,GRAND CONCOURSE,92417,73,B
5650,2024730001,690,GERARD AVENUE,98438,80,B
5651,2024730067,660,WALTON AVENUE,119500,74,B
5652,2024770034,1005,WALTON AVENUE,70961,76,B
5653,2024780030,80,MCCLELLAN STREET,124805,83,B
5654,2024840015,70,EAST 162 STREET,83969,71,B
5655,2025050003,1070,ANDERSON AVENUE,47064,76,B
5656,2025060111,1282,SHAKESPEARE AVENUE,46400,81,B
5657,2025060138,1325,EDWARD L GRANT HIGHWAY,63692,71,B
5658,2025070015,984,WOODYCREST AVENUE,31361,73,B
5659,2025100050,1177,ANDERSON AVENUE,106386,76,B
5660,2025110074,951,WOODYCREST AVENUE,29500,72,B
5661,2025110077,95,WEST 162 STREET,28750,81,B
5662,2025170015,1262,NELSON AVENUE,38216,81,B
5663,2025240033,950,SUMMIT AVENUE,56406,83,B
5664,2025270032,1065,DR M L KING JR BOULEVARD,639330,80,B
5665,2025270050,240,WEST 167 STREET,161261,82,B
5666,2025270055,220,WEST 167 STREET,61199,73,B
5667,2025320015,1344,DR M L KING JR BOULEVARD,55000,72,B
5668,2025320043,1307,MERRIAM AVENUE,77000,72,B
5669,2025500010,574,EAST 138 STREET,26100,76,B
5670,2025510030,616,EAST 139 STREET,34764,74,B
5671,2025540044,353,CYPRESS AVENUE,38784,77,B
5672,2025570056,455,JACKSON AVENUE,69000,70,B
5673,2025680012,690,EAST 140 STREET,100500,76,B
5674,2025680060,700,EAST 141 STREET,27575,73,B
5675,2025730049,720,ST MARYS STREET,49600,83,B
5676,2025730087,732,EAST 144 STREET,27000,73,B
5677,2025820065,500,UNION AVENUE,226449,77,B
5678,2025827502,501,SOUTHERN BOULEVARD,209899,74,B
5679,2026030035,581,TIMPSON PLACE,80256,83,B
5680,2026030078,600,TIMPSON PLACE,50666,76,B
5681,2026037501,540,SOUTHERN BOULEVARD,68007,72,B
5682,2026060204,550,BARRY STREET,53000,72,B
5683,2026097501,3462,3 AVENUE,273638,79,B
5684,2026150065,615,EAST 168 STREET,52150,70,B
5685,2026190001,842,ST ANNS AVENUE,30000,81,B
5686,2026230001,601,EAST 149 STREET,48716,81,B
5687,2026230060,611,EAST 149 STREET,50254,81,B
5688,2026230205,629,JACKSON AVENUE,30216,71,B
5689,2026260001,611,EAST 158 STREET,127942,75,B
5690,2026620010,1180,FOREST AVENUE,34465,71,B
5691,2026620013,758,EAST 168 STREET,28000,77,B
5692,2026620019,772,EAST 168 STREET,32369,72,B
5693,2026690050,975,UNION AVENUE,33790,80,B
5694,2026740021,584,UNION AVENUE,54500,76,B
5695,2026740051,645,PROSPECT AVENUE,112536,83,B
5696,2026920068,1117,INTERVALE AVENUE,42954,71,B
5697,2027030021,915,KELLY STREET,38262,78,B
5698,2027060001,1118,INTERVALE AVENUE,61797,81,B
5699,2027070068,777,FOX STREET,61200,74,B
5700,2027110028,879,BECK STREET,107250,72,B
5701,2027230029,914,SIMPSON STREET,34875,81,B
5702,2027240186,949,SOUTHERN BOULEVARD,86800,82,B
5703,2027270004,1060,SIMPSON STREET,59630,71,B
5704,2027320012,826,SOUTHERN BOULEVARD,46936,77,B
5705,2027460040,949,FAILE STREET,34700,76,B
5706,2027510015,998,EAST 167 STREET,56754,74,B
5707,2027510030,1209,WESTCHESTER AVENUE,36345,74,B
5708,2027510033,1203,WESTCHESTER AVENUE,36345,74,B
5709,2027520009,1144,HOE AVENUE,35200,84,B
5710,2027570014,1244,WESTCHESTER AVENUE,43565,80,B
5711,2027570020,1091,LONGFELLOW AVENUE,34735,79,B
5712,2027570080,1102,LONGFELLOW AVENUE,57825,79,B
5713,2027610003,875,IRVINE STREET,32250,75,B
5714,2027620001,1291,LAFAYETTE AVENUE,66815,81,B
5715,2027630080,1276,LAFAYETTE AVENUE,52452,73,B
5716,2027630233,735,BRYANT AVENUE,46550,84,B
5717,2027650205,671,MANIDA STREET,38750,75,B
5718,2027740349,1281,VIELE AVENUE,40000,75,B
5719,2027870001,1450,MORRIS AVENUE,117000,79,B
5720,2027970039,1771,MONROE AVENUE,98564,81,B
5721,2028000072,273,EAST 175 STREET,32500,71,B
5722,2028090005,1916,GRAND CONCOURSE,60000,70,B
5723,2028090031,264,ECHO PLACE,30000,76,B
5724,2028140025,1930,ANTHONY AVENUE,66000,73,B
5725,2028160001,1294,GRANT AVENUE,34857,74,B
5726,2028230001,1650,GRAND CONCOURSE,480769,83,B
5727,2028240005,1650,SELWYN AVENUE,243426,78,B
5728,2028250017,1770,GRAND CONCOURSE,134613,78,B
5729,2028280030,1915,MORRIS AVENUE,57000,70,B
5730,2028290006,1982,WALTON AVENUE,26845,81,B
5731,2028300005,1310,SHERIDAN AVENUE,83200,82,B
5732,2028310040,1362,GRAND CONCOURSE,41900,78,B
5733,2028317501,201,MARCY PLACE,71601,80,B
5734,2028370031,1565,GRAND CONCOURSE,62838,75,B
5735,2028410050,114,ELLIOT PLACE,41380,80,B
5736,2028440033,1455,TOWNSEND AVENUE,56842,71,B
5737,2028440075,1454,WALTON AVENUE,81090,72,B
5738,2028450007,1512,TOWNSEND AVENUE,84800,81,B
5739,2028450017,1530,TOWNSEND AVENUE,52220,82,B
5740,2028450020,1550,TOWNSEND AVENUE,66260,81,B
5741,2028450027,1560,TOWNSEND AVENUE,45582,83,B
5742,2028450047,1561,WALTON AVENUE,66846,82,B
5743,2028570051,1419,INWOOD AVENUE,27000,79,B
5744,2028610057,1726,DAVIDSON AVENUE,66000,70,B
5745,2028610123,1800,DAVIDSON AVENUE,63966,76,B
5746,2028650129,47,FEATHERBED LANE,42606,78,B
5747,2028660091,57,WEST 175 STREET,62000,78,B
5748,2028670134,1821,DAVIDSON AVENUE,45500,77,B
5749,2028690087,1898,HARRISON AVENUE,60000,72,B
5750,2028700040,2007,DAVIDSON AVENUE,50251,75,B
5751,2028720058,1404,JESUP AVENUE,115179,77,B
5752,2028720117,1460,SHAKESPEARE AVENUE,72000,76,B
5753,2028760185,1665,MACOMBS ROAD,31650,77,B
5754,2028770233,1493,MONTGOMERY AVENUE,66400,70,B
5755,2028770261,1650,UNDERCLIFF AVENUE,66368,79,B
5756,2028780005,1472,MONTGOMERY AVENUE,50200,70,B
5757,2028780170,1710,ANDREWS AVENUE SOUTH,96722,83,B
5758,2028800091,1610,SEDGWICK AVENUE,103411,73,B
5759,2028810058,1889,SEDGWICK AVENUE,139235,70,B
